sector,DATE COMMITTED,GRANTEE,AMOUNT COMMITTED,percentage
education,2002.0,Raymond A Sapp Memorial Township Library,8940.0,0.01
others,2002.0,Doctors of the World,8910.0,0.42
education,2002.0,Weston County Library System,8908.0,0.01
education,2002.0,Vernonia Public Library,8852.0,0.01
education,2002.0,Jewell Public Library,8794.0,0.01
education,2002.0,Grenola Public Library,8793.0,0.01
education,2002.0,Weir Public Library,8790.0,0.01
education,2002.0,Lincoln County Library System,8770.0,0.01
education,2002.0,Solomon Public Library,8759.0,0.01
education,2002.0,Southern Wasco County Library,8725.0,0.01
education,2002.0,Bradford Public Library District,8709.0,0.01
education,2002.0,Evansville Public Library,8709.0,0.01
education,2002.0,Pembroke Township Public Library,8709.0,0.01
education,2002.0,Garfield County Library,8684.0,0.01
education,2002.0,Clifton Public Library,8619.0,0.01
education,2002.0,Christopher Public Library,8609.0,0.01
education,2002.0,Coulterville Public Library,8609.0,0.01
education,2002.0,Library District #3 Of Linn County Blue Mound,8609.0,0.01
education,2002.0,Vienna Carnegie Public Library,8609.0,0.01
education,2002.0,Sherrard Library District,8608.0,0.01
education,2002.0,Newman Grove Public Library,8565.0,0.01
education,2002.0,Pinckneyville Public Library,8540.0,0.01
education,2002.0,Central City Public Library,8530.0,0.01
education,2002.0,Chapman Public Library,8530.0,0.01
education,2002.0,Jay Johnson Public Library,8515.0,0.01
education,2002.0,Catlin Public Library District,8509.0,0.01
education,2002.0,Lemmon Public Library,8503.0,0.01
education,2002.0,Tonopah Library District,8483.0,0.01
education,2002.0,Mankato City Library,8474.0,0.01
education,2002.0,Hanover Public Library,8465.0,0.01
education,2002.0,Griggs County Library,8455.0,0.01
education,2002.0,Leigh Public Library,8447.0,0.01
education,2002.0,Beaver Public Library,8405.0,0.01
education,2002.0,Burlingame Community Library,8405.0,0.01
education,2002.0,Hoesch Memorial Library,8405.0,0.01
education,2002.0,Hoisington Public Library,8405.0,0.01
education,2002.0,J.H. Robbins Memorial Library Ellsworth,8405.0,0.01
education,2002.0,Kensington Community/School Library,8405.0,0.01
education,2002.0,Library District #2 Of Linn County LaCygne,8405.0,0.01
education,2002.0,Sterling Free Public Library,8405.0,0.01
education,2002.0,Superior Public Library,8405.0,0.01
education,2002.0,Wayne County Bookmobile Library,8405.0,0.01
education,2002.0,Wellsville City Library,8405.0,0.01
education,2002.0,Wisner Public Library,8405.0,0.01
education,2002.0,Camp Point Public Library District,8394.0,0.01
education,2002.0,Pilger Public Library,8355.0,0.01
education,2002.0,Vale Public Library,8340.0,0.01
education,2002.0,Yavapai-Apache Nation Cultural Center,8300.0,0.01
education,2002.0,Neoga District Library,8290.0,0.01
education,2002.0,Selden Public Library,8190.0,0.01
education,2002.0,Faulk County Library,8155.0,0.01
education,2002.0,Amity Township Public Library,8074.0,0.01
education,2002.0,Freeman Public Library,8074.0,0.01
education,2002.0,Palestine Public Library District,8060.0,0.01
education,2002.0,Union Carnegie Public Library,8040.0,0.01
education,2002.0,Beresford Public Library,8005.0,0.01
education,2002.0,Beulah Public Library,8005.0,0.01
education,2002.0,Cando Community Library,8005.0,0.01
education,2002.0,Cozard Memorial Library,8005.0,0.01
education,2002.0,Elkton Community/School Library,8005.0,0.01
education,2002.0,Faith Public Library,8005.0,0.01
education,2002.0,Gentry County Library,8005.0,0.01
education,2002.0,Hazel L Meyer Memorial Library,8005.0,0.01
education,2002.0,Heart Of America Library,8005.0,0.01
education,2002.0,Irene Public Library,8005.0,0.01
education,2002.0,Martin Township Public Library,8005.0,0.01
education,2002.0,Piper City Public Library District,8005.0,0.01
education,2002.0,Potter County Free Library,8005.0,0.01
education,2002.0,Putnam County Public Library,8005.0,0.01
education,2002.0,Sully Area Library,8005.0,0.01
education,2002.0,Wessington Springs Carnegie Library,8005.0,0.01
education,2002.0,Pankhurst Memorial Library,7986.0,0.01
education,2002.0,Pittsfield Public Library,7928.0,0.01
education,2002.0,Morrill Public Library,7890.0,0.01
education,2002.0,Broken Bow Public Library,7859.0,0.01
education,2002.0,Dundy County Library,7854.0,0.01
education,2002.0,Jensen Memorial Library,7850.0,0.01
education,2002.0,Deshler Public Library,7844.0,0.01
education,2002.0,Chetopa City Library,7829.0,0.01
education,2002.0,Culbertson Public Library,7829.0,0.01
education,2002.0,Gypsum Community Library,7829.0,0.01
education,2002.0,Louisville Public Library,7829.0,0.01
education,2002.0,Nelson Public Library,7829.0,0.01
education,2002.0,"Nora E. Larabee Memorial Library, Stafford",7829.0,0.01
education,2002.0,Sedan Public Library,7829.0,0.01
education,2002.0,Chadron Public Library,7800.0,0.01
education,2002.0,Broadwater Public Library,7785.0,0.01
education,2002.0,Greenwood Public Library,7760.0,0.01
education,2002.0,Hayes Center Public Library,7760.0,0.01
education,2002.0,Langlois Public Library,7760.0,0.01
education,2002.0,Lyman Public Library,7760.0,0.01
education,2002.0,Lynch Public Library,7760.0,0.01
education,2002.0,Meadow Grove Public Library,7760.0,0.01
education,2002.0,North Loup Public Library,7760.0,0.01
education,2002.0,Oswego Public Library,7760.0,0.01
education,2002.0,Otis Community Library,7760.0,0.01
education,2002.0,Polk Public Library,7760.0,0.01
education,2002.0,Stella Community Library,7760.0,0.01
education,2002.0,Wallowa Public Library,7760.0,0.01
education,2002.0,Walthill Public Library,7760.0,0.01
education,2002.0,Wilsonville Public Library,7760.0,0.01
education,2002.0,Clatskanie Library District,7759.0,0.01
education,2002.0,University of North Texas,7746.0,0.01
education,2002.0,Columbia Cnty Traveling Lib,7719.0,0.01
education,2002.0,Brenizer Public Library,7700.0,0.01
education,2002.0,Winside Public Library,7690.0,0.01
education,2002.0,President Millard Fillmore Library,7673.0,0.01
education,2002.0,Lincoln Township Library,7659.0,0.01
education,2002.0,Agness Community Library District,7648.0,0.01
education,2002.0,Port Orford Public Library,7648.0,0.01
education,2002.0,"Randolph-decker Public Library, Clyde",7648.0,0.01
education,2002.0,Brownsville Community Library,7619.0,0.01
education,2002.0,Elm Creek Township Library Wilsey,7609.0,0.01
education,2002.0,Hamlin Memorial Library,7590.0,0.01
education,2002.0,Kiowa Public Library,7590.0,0.01
education,2002.0,O'Neill Public Library,7590.0,0.01
education,2002.0,Crawford Public Library,7585.0,0.01
education,2002.0,Formoso Public Library,7579.0,0.01
education,2002.0,Hildreth Public Library,7579.0,0.01
education,2002.0,Talmage Public Library,7579.0,0.01
education,2002.0,Thomas County Library,7579.0,0.01
education,2002.0,Spalding Public Library,7575.0,0.01
education,2002.0,Osmond Public Library,7565.0,0.01
education,2002.0,Ransom Public Library,7565.0,0.01
education,2002.0,Lyon County Library District #1,7560.0,0.01
education,2002.0,Bayard Public Library,7550.0,0.01
education,2002.0,Syracuse Public Library,7550.0,0.01
education,2002.0,Ulysses Township Library,7534.0,0.01
education,2002.0,Graves Public Library,7525.0,0.01
education,2002.0,Clarks Public Library,7515.0,0.01
education,2002.0,Utica Public Library District,7515.0,0.01
education,2002.0,Florence Public Library,7510.0,0.01
education,2002.0,Oakdale Public Library,7510.0,0.01
education,2002.0,Wakefield Public Library,7510.0,0.01
education,2002.0,M-C River Valley Public Library District,7498.0,0.01
education,2002.0,Mercer Area Library,7498.0,0.01
education,2002.0,Tiskilwa Township Library,7498.0,0.01
education,2002.0,Ellis Public Library,7490.0,0.01
education,2002.0,Meadowlark Library,7465.0,0.01
education,2002.0,Bronson Public Library,7440.0,0.01
education,2002.0,Milligan Public Library,7440.0,0.01
education,2002.0,Webermeier Memorial Library,7440.0,0.01
education,2002.0,Auburn Public Library,7429.0,0.01
education,2002.0,Barry Public Library,7429.0,0.01
education,2002.0,Belle Fourche Public Library,7429.0,0.01
education,2002.0,Carrier Mills-Stonefort Public Library District,7429.0,0.01
education,2002.0,Golconda Public Library,7429.0,0.01
education,2002.0,Shawneetown Public Library,7429.0,0.01
education,2002.0,South County Public Library District,7429.0,0.01
education,2002.0,Sumpter Township Library,7429.0,0.01
education,2002.0,White Hall Township Library,7429.0,0.01
education,2002.0,Saint Edward Public Library,7428.0,0.01
education,2002.0,Hemingford Public Library,7397.0,0.01
education,2002.0,Marseilles Public Library,7378.0,0.01
education,2002.0,White City Public Library,7369.0,0.01
education,2002.0,Brownsville Free Public Library,7360.0,0.01
education,2002.0,Cutler Public Library,7360.0,0.01
education,2002.0,Dahlgren Public Library,7360.0,0.01
education,2002.0,Dodge Memorial Public Library District,7360.0,0.01
education,2002.0,Dongola Public Library District,7360.0,0.01
education,2002.0,Galatia Public Library District,7360.0,0.01
education,2002.0,Girard Township Library,7360.0,0.01
education,2002.0,Grayville Carnegie Public Library,7360.0,0.01
education,2002.0,Greenup Township Carnegie Library,7360.0,0.01
education,2002.0,Hanover Township Library,7360.0,0.01
education,2002.0,Knoxville Public Library,7360.0,0.01
education,2002.0,Leepertown Township Public Library,7360.0,0.01
education,2002.0,Lewistown Carnegie Public Library District,7360.0,0.01
education,2002.0,Mounds Public Library,7360.0,0.01
education,2002.0,Mount Jewett Memorial Library,7360.0,0.01
education,2002.0,Neponset Public Library,7360.0,0.01
education,2002.0,Northwest Regional Library,7360.0,0.01
education,2002.0,Olmsted Public Library,7360.0,0.01
education,2002.0,Price James Memorial Library,7360.0,0.01
education,2002.0,Ramsey Public Library,7360.0,0.01
education,2002.0,Roodhouse Public Library,7360.0,0.01
education,2002.0,Royalton Public Library District,7360.0,0.01
education,2002.0,Slater Public Library,7360.0,0.01
education,2002.0,Valley District Library,7360.0,0.01
education,2002.0,Waverly Public Library,7360.0,0.01
education,2002.0,A H Brown Public Library,7359.0,0.01
education,2002.0,Minatare Public Library,7359.0,0.01
education,2002.0,Erie City Public Library,7340.0,0.01
education,2002.0,Auburn Memorial Library,7328.0,0.01
education,2002.0,Dvoracek Memorial Library,7315.0,0.01
education,2002.0,Elven A. Butterfield Memorial Neligh Public Library,7315.0,0.01
education,2002.0,Centralia Community Library,7300.0,0.01
education,2002.0,Crete Public Library,7300.0,0.01
education,2002.0,Goessel Public Library,7300.0,0.01
education,2002.0,Gordon City Library,7300.0,0.01
education,2002.0,Lydia Bruun Woods Memorial Library,7300.0,0.01
education,2002.0,Hot Springs Public Library,7298.0,0.01
education,2002.0,Nigel Sprouse Memorial Library,7259.0,0.01
education,2002.0,Ashley Public Library,7238.0,0.01
education,2002.0,Amargosa Valley Community Library,7215.0,0.01
education,2002.0,Beatty Library District,7215.0,0.01
education,2002.0,Canby Public Library,7215.0,0.01
education,2002.0,Lakeside Public Library,7215.0,0.01
education,2002.0,Norwich Public Library,7215.0,0.01
education,2002.0,Orchard Public Library,7215.0,0.01
education,2002.0,Spearville Township Library,7215.0,0.01
education,2002.0,Verdigre Public Library,7215.0,0.01
education,2002.0,Lanark Public Library,7200.0,0.01
education,2002.0,Arlington Public Library,7190.0,0.01
education,2002.0,Ashland Public Library,7190.0,0.01
education,2002.0,Barnes Reading Room,7190.0,0.01
education,2002.0,Bob & Wauenta Burkley Library & Resource Center,7190.0,0.01
education,2002.0,Bruun Memorial Library,7190.0,0.01
education,2002.0,Caney City Library,7190.0,0.01
education,2002.0,Creighton Public Library,7190.0,0.01
education,2002.0,Delaware Township Library,7190.0,0.01
education,2002.0,Effingham Community Library,7190.0,0.01
education,2002.0,Goodall City Library,7190.0,0.01
education,2002.0,Gothenburg Public Library,7190.0,0.01
education,2002.0,Gunnison Civic Library,7190.0,0.01
education,2002.0,Hardtner Public Library,7190.0,0.01
education,2002.0,Hartington Public Library,7190.0,0.01
education,2002.0,Herington Public Library,7190.0,0.01
education,2002.0,Hillcrest Public Library,7190.0,0.01
education,2002.0,Howells Public Library,7190.0,0.01
education,2002.0,Humphrey Public Library,7190.0,0.01
education,2002.0,Independent Township Library,7190.0,0.01
education,2002.0,Lindsborg Community Library,7190.0,0.01
education,2002.0,Little Priest Tribal College/Public Library,7190.0,0.01
education,2002.0,Manti Public Library,7190.0,0.01
education,2002.0,McCook Public Library,7190.0,0.01
education,2002.0,Milford Public Library,7190.0,0.01
education,2002.0,Montezuma Township Library,7190.0,0.01
education,2002.0,Newton Town Library,7190.0,0.01
education,2002.0,Oxford Municipal Library,7190.0,0.01
education,2002.0,Pahrump Community Library,7190.0,0.01
education,2002.0,Parowan Public Library,7190.0,0.01
education,2002.0,Pilot Rock Public Library,7190.0,0.01
education,2002.0,Pioneer Memorial Library,7190.0,0.01
education,2002.0,Plymouth Public Library,7190.0,0.01
education,2002.0,Sanpete County Bookmobile Library,7190.0,0.01
education,2002.0,Storey County Library,7190.0,0.01
education,2002.0,Tecumseh Public Library,7190.0,0.01
education,2002.0,Teton County Library,7190.0,0.01
education,2002.0,Toledo Public Library,7190.0,0.01
education,2002.0,Ukiah Public Library,7190.0,0.01
education,2002.0,Wagner Community Library,7190.0,0.01
education,2002.0,Wayne Public Library,7190.0,0.01
education,2002.0,White Pine County Library,7190.0,0.01
education,2002.0,Wilson Public Library,7190.0,0.01
education,2002.0,Enderlin Municipal Library,7185.0,0.01
education,2002.0,Viola Public Library District,7169.0,0.01
education,2002.0,Tripp County Library,7160.0,0.01
education,2002.0,Tidioute Public Library,7134.0,0.01
education,2002.0,Cairo Public Library,7110.0,0.01
education,2002.0,Ira C Reed Public Library,7110.0,0.01
education,2002.0,Ohio Public Library District,7110.0,0.01
education,2002.0,Rosiclare Memorial Public Library,7110.0,0.01
education,2002.0,Salem Township Public Library,7110.0,0.01
education,2002.0,Sesser Public Library,7110.0,0.01
education,2002.0,Wayne City Public Library,7110.0,0.01
education,2002.0,Pueblo of San Felipe,7100.0,0.01
education,2002.0,York Township Public Library,7100.0,0.01
education,2002.0,Georgetown Public Library,7066.0,0.01
education,2002.0,Mason Memorial Public Library,7066.0,0.01
education,2002.0,Edward Chipman Public Library,7059.0,0.01
education,2002.0,Colchester District Library,7000.0,0.01
education,2002.0,Nashville Public Library,6940.0,0.01
education,2002.0,Wyoming Public Library District,6928.0,0.01
education,2002.0,Estacada Public Library,6890.0,0.01
education,2002.0,Cherryvale Public Library,6871.0,0.01
education,2002.0,Bethany Public Library,6859.0,0.01
education,2002.0,Carnegie-Schuyler Library,6859.0,0.01
education,2002.0,Milford District Library,6859.0,0.01
